Date,005930.KS
2023-04-12,62175.12890625
2023-04-13,62269.3359375
2023-04-14,61327.29296875
2023-04-17,61515.69140625
2023-04-18,61798.3125
2023-04-19,61704.1015625
2023-04-20,61515.69140625
2023-04-21,61892.515625
2023-04-24,61421.48828125
2023-04-25,59914.21484375
2023-04-26,60385.234375
2023-04-27,60856.26171875
2023-04-28,61704.1015625
2023-05-02,61892.515625
2023-05-03,61609.8984375
2023-05-04,61327.29296875
2023-05-08,62080.9296875
2023-05-09,61515.69140625
2023-05-10,60856.26171875
2023-05-11,60479.44921875
2023-05-12,60385.234375
2023-05-15,60762.0546875
2023-05-16,61609.8984375
2023-05-17,61233.078125
2023-05-18,62363.53125
2023-05-19,64436.05078125
2023-05-22,64530.25
2023-05-23,64436.05078125
2023-05-24,64530.25
2023-05-25,64812.86328125
2023-05-26,66225.9296875
2023-05-30,68110.0390625
2023-05-31,67262.1875
2023-06-01,66791.171875
2023-06-02,68015.8203125
2023-06-05,67544.796875
2023-06-07,66885.359375
2023-06-08,66791.171875
2023-06-09,67827.4140625
2023-06-12,66885.359375
2023-06-13,67827.4140625
2023-06-14,67733.2109375
2023-06-15,67356.3984375
2023-06-16,67639.0
2023-06-19,67073.7734375
2023-06-20,67262.1875
2023-06-21,66414.34375
2023-06-22,67167.9609375
2023-06-23,67450.5859375
2023-06-26,68204.2265625
2023-06-27,68392.640625
2023-06-28,68486.8515625
2023-06-29,68544.5859375
2023-06-30,68355.25
2023-07-03,69112.65625
2023-07-04,69112.65625
2023-07-05,68165.8984375
2023-07-06,67787.203125
2023-07-07,66177.7265625
2023-07-10,65799.0078125
2023-07-11,67692.5390625
2023-07-12,68071.234375
2023-07-13,68071.234375
2023-07-14,69491.34375
2023-07-17,69396.6875
2023-07-18,68165.8984375
2023-07-19,67881.875
2023-07-20,67219.1484375
2023-07-21,66556.4296875
2023-07-24,66651.1015625
2023-07-25,66272.40625
2023-07-26,66083.0546875
2023-07-27,67881.875
2023-07-28,66840.4453125
2023-07-31,66083.0546875
2023-08-01,67313.828125
2023-08-02,66177.7265625
2023-08-03,65136.30859375
2023-08-04,64662.9375
2023-08-07,64852.2890625
2023-08-08,64000.1953125
2023-08-09,65230.97265625
2023-08-10,64378.90625
2023-08-11,63905.5234375
2023-08-14,63716.1875
2023-08-16,63432.15234375
2023-08-17,63148.13671875
2023-08-18,62769.43359375
2023-08-21,63053.4609375
2023-08-22,63053.4609375
2023-08-23,63526.83203125
2023-08-24,64568.24609375
2023-08-25,63526.83203125
2023-08-28,63242.80859375
2023-08-29,63242.80859375
2023-08-30,63526.83203125
2023-08-31,63337.48046875
2023-09-01,67219.1484375
2023-09-04,67408.5078125
2023-09-05,66935.1171875
2023-09-06,66272.40625
2023-09-07,66651.1015625
2023-09-08,66556.4296875
2023-09-11,67029.8046875
2023-09-12,66745.7734375
2023-09-13,67124.484375
2023-09-14,67881.875
2023-09-15,68165.8984375
2023-09-18,66461.765625
2023-09-19,66083.0546875
2023-09-20,65893.6875
2023-09-21,65230.97265625
2023-09-22,65136.30859375
2023-09-25,65704.359375
2023-09-26,65286.56640625
2023-09-27,65096.21875
2023-10-04,64239.6875
2023-10-05,63478.328125
2023-10-06,62812.140625
2023-10-10,63192.81640625
2023-10-11,64905.875
2023-10-12,65572.078125
2023-10-13,64715.5390625
2023-10-16,64049.35546875
2023-10-17,66047.921875
2023-10-18,67094.7890625
2023-10-19,66143.078125
2023-10-20,65476.8984375
2023-10-23,65096.21875
2023-10-24,65191.3828125
2023-10-25,64715.5390625
2023-10-26,63478.328125
2023-10-27,64049.35546875
2023-10-30,64049.35546875
2023-10-31,63668.6640625
2023-11-01,65286.56640625
2023-11-02,66333.421875
2023-11-03,66238.2734375
2023-11-06,67475.4609375
2023-11-07,67475.4609375
2023-11-08,66523.765625
2023-11-09,66904.4453125
2023-11-10,67094.7890625
2023-11-13,66999.609375
2023-11-14,67380.3046875
